MIN,IND
CHI,PHI
WAS,TOR
CLE,MEM
MIA,OKC
ATL,SAS
POR,DAL
LAC,NOP
MIL,BKN
PHX,BOS
DET,ATL
PHI,NYK
CLE,CHI
TOR,MIN
LAL,HOU
ORL,GSW
POR,OKC
SAC,UTH
MIA,SAS
IND,DEN
DET,WAS
TOR,ATL
PHI,BKN
ORL,CHA
NYK,CLE
SAC,MIA
OKC,HOU
NOP,MEM
CHI,MIL
LAL,BOS
DEN,MIN
SAS,PHX
IND,UTH
GSW,POR
LAC,DAL
SAC,DET
OKC,ORL
LAC,ATL
MEM,BOS
WAS,MIA
LAL,NYK
PHI,TOR
MIN,CHI
DEN,HOU
SAS,NOP
IND,PHX
UTH,GSW
WAS,CLE
LAL,BKN
DAL,POR
MIL,CHA
MEM,DET
BOS,ORL
TOR,NYK
LAC,MIA
SAC,CHI
HOU,MIN
DEN,NOP
ATL,OKC
PHX,SAS
IND,GSW
DAL,UTH
BKN,DET
CHI,CLE
OKC,MIN
LAL,PHI
HOU,DEN
TOR,SAS
WAS,ATL
BKN,NYK
LAC,ORL
PHX,MEM
BOS,NOP
IND,POR
CLE,DET
ORL,MIA
SAS,CHI
SAC,MIN
DAL,OKC
HOU,UTH
NYK,CHA
NOP,CLE
BOS,MIA
GSW,PHI
ATL,TOR
DEN,MEM
WAS,MIL
PHX,DAL
LAC,LAL
CHI,IND
DET,BKN
MEM,NYK
UTH,SAS
HOU,POR
OKC,SAC
TOR,CLE
CHA,WAS
PHI,ATL
GSW,BOS
UTH,DEN
SAC,LAC
TOR,DET
CHI,BKN
DAL,HOU
MEM,NOP
DEN,MIL
OKC,PHX
POR,LAL
MIN,LAC
NYK,IND
MIA,ORL
GSW,CLE
BKN,WAS
PHI,BOS
ATL,DAL
CHA,SAS
UTH,POR
LAL,SAC
DEN,DET
NOP,HOU
PHX,MIL
CHI,TOR
ORL,CHA
NYK,CLE
DAL,IND
GSW,WAS
BOS,ATL
PHX,BKN
PHI,MIA
DET,MEM
MIN,SAC
SAS,LAC
MIL,NOP
CHA,HOU
POR,DEN
SAS,LAL
PHX,DET
ORL,BOS
GSW,BKN
IND,TOR
ATL,MIN
CLE,OKC
MEM,DAL
DEN,UTH
MIA,LAC
ORL,DET
NOP,CHI
PHI,MIL
SAS,POR
HOU,LAL
MEM,PHI
DAL,WAS
ATL,BOS
TOR,IND
DET,OKC
HOU,PHX
MIA,SAC
POR,UTH
MIL,ORL
DAL,CHA
NYK,DET
NOP,IND
BKN,TOR
LAC,MIN
LAL,GSW
DEN,PHX
SAS,SAC
BOS,OKC
NYK,ATL
CHI,PHI
MEM,WAS
UTH,HOU
LAC,CLE
MIA,POR
CHA,DET
BKN,IND
ATL,ORL
MIN,TOR
SAC,MIL
UTH,DAL
SAS,DEN
MIA,GSW
PHX,LAL
LAC,PHI
CHI,WAS
POR,NOP
SAS,OKC
BOS,HOU
ATL,CLE
DET,ORL
TOR,BKN
MIL,IND
WAS,NYK
POR,MEM
CHA,MIN
SAC,DAL
GSW,PHX
MIA,UTH
LAL,DEN
LAC,BOS
OKC,NOP
MIL,DET
MIA,ATL
BKN,PHI
CHA,CHI
MEM,SAC
HOU,GSW
DAL,ORL
CLE,WAS
IND,NYK
PHX,TOR
BOS,MIN
DEN,OKC
SAS,UTH
MEM,LAL
NOP,POR
SAC,LAC
BKN,CHA
DAL,ATL
CLE,MIA
PHX,CHI
PHI,MIL
HOU,UTH
BOS,LAL
IND,TOR
MIN,DEN
WAS,CHI
SAS,OKC
NOP,GSW
DET,POR
MIA,CLE
ATL,PHI
MIL,WAS
ORL,BKN
NYK,HOU
MIN,DAL
PHX,UTH
MEM,LAC
CHA,IND
MIL,TOR
OKC,CHI
DET,DEN
NOP,LAL
BOS,POR
SAC,GSW
NYK,CHA
PHI,CLE
BKN,WAS
ORL,ATL
MIN,MIA
DAL,SAS
MEM,HOU
LAC,PHX
BOS,UTH
NYK,PHI
POR,IND
SAC,OKC
LAL,GSW
MIN,ORL
BKN,ATL
CHA,TOR
DAL,MIA
SAC,MEM
OKC,MIL
CLE,NOP
DET,PHX
WAS,UTH
DEN,LAC
CHI,NYK
POR,ATL
BKN,MIA
IND,CLE
LAL,MEM
HOU,BOS
ORL,SAS
GSW,PHX
MIL,CHA
DAL,MIN
PHI,LAC
TOR,DEN
DET,SAC
LAL,NOP
WAS,GSW
UTH,CLE
HOU,NYK
POR,ORL
MEM,ATL
MIL,MIA
DAL,CHI
IND,SAS
SAS,CHA
BKN,BOS
MIN,NOP
LAC,OKC
GSW,DEN
TOR,PHX
PHI,LAL
WAS,SAC
BOS,CLE
OKC,DET
ORL,MIA
MEM,BKN
UTH,NYK
CHI,MIN
NOP,DAL
IND,MIL
WAS,POR
DEN,CHA
LAC,HOU
PHI,SAC
TOR,GSW
ATL,WAS
SAS,BKN
OKC,NYK
UTH,BOS
IND,CHI
ORL,MIN
MIA,NOP
MEM,DAL
POR,PHX
MIL,LAL
HOU,CHA
UTH,DET
DEN,CLE
ATL,MEM
PHI,GSW
SAC,POR
CHI,BKN
NOP,MIN
LAL,LAC
OKC,BOS
MIL,PHX
MIA,WAS
IND,DAL
ORL,HOU
SAS,CLE
DET,NYK
TOR,SAC
CHA,ATL
MIL,DEN
TOR,UTH
BOS,IND
NYK,WAS
CLE,CHI
MIN,HOU
ORL,MEM
DAL,SAS
PHX,POR
LAC,GSW
BKN,LAL
NYK,ATL
CHA,MIA
DET,PHI
UTH,OKC
DEN,DAL
NOP,SAC
CHI,ORL
BOS,MIL
MEM,POR
BKN,GSW
HOU,LAL
CLE,CHA
WAS,BOS
NYK,MIA
MIN,OKC
DEN,SAS
NOP,UTH
BKN,LAC
PHX,DAL
CLE,ATL
IND,PHI
DET,TOR
CHI,MIA
GSW,MIL
MIN,SAS
MEM,UTH
NOP,LAC
HOU,POR
CHA,ORL
OKC,WAS
BOS,CHI
DEN,LAL
BKN,SAC
WAS,PHI
GSW,TOR
MIA,MIL
ATL,NOP
MEM,SAS
LAL,UTH
DAL,LAC
ORL,DET
CHA,NYK
CLE,HOU
OKC,MEM
MIN,POR
DAL,SAC
TOR,PHI
OKC,ATL
NYK,BOS
WAS,BKN
GSW,IND
MIA,CHI
SAS,NOP
LAC,DEN
UTH,LAL
MIN,PHX
PHI,CHA
CLE,ORL
SAC,HOU
MEM,MIL
DAL,POR
GSW,DET
MIA,IND
WAS,ATL
BOS,TOR
DEN,OKC
CHI,SAS
MIN,UTH
PHX,LAC
BOS,BKN
LAL,CHA
CLE,IND
SAC,ORL
ATL,PHI
GSW,NYK
MIL,WAS
CHI,HOU
NOP,MEM
DAL,PHX
LAL,DET
DEN,TOR
POR,MIN
SAC,NOP
UTH,SAS
PHX,IND
LAC,NYK
BOS,WAS
ORL,BKN
OKC,MIA
DEN,CHI
DET,MIL
HOU,DAL
POR,CHA
SAC,CLE
LAL,TOR
PHI,MIN
MEM,NOP
SAS,UTH
LAC,BKN
POR,DET
IND,ORL
PHX,WAS
DEN,MIA
TOR,NYK
BOS,MEM
HOU,MIL
ATL,GSW
LAL,CLE
PHI,CHI
SAS,MIN
CHA,OKC
UTH,DAL
ATL,SAC
LAC,DET
HOU,IND
BKN,ORL
PHX,PHI
POR,BOS
NYK,NOP
WAS,MIL
SAS,DEN
CLE,BKN
LAC,CHA
PHX,MIA
LAL,WAS
NYK,CHI
TOR,MEM
OKC,GSW
ATL,UTH
MIL,DAL
HOU,DET
MIN,BOS
NOP,ORL
POR,PHI
SAS,GSW
IND,SAC
MIA,CHA
PHX,CLE
POR,BKN
MEM,TOR
LAL,MIN
OKC,DEN
CHI,UTH
IND,LAC
NOP,ATL
HOU,PHI
DEN,GSW
SAS,SAC
CHA,ORL
NOP,WAS
MIA,BOS
DET,BKN
NYK,MEM
DAL,MIN
PHX,OKC
TOR,MIL
CLE,UTH
IND,LAL
GSW,HOU
LAC,SAC
UTH,POR
MIA,DET
BKN,IND
PHI,WAS
CHA,ATL
ORL,BOS
MIN,NYK
MIL,TOR
DAL,MEM
GSW,SAS
CHI,DEN
CLE,PHX
OKC,LAC
LAL,SAC
ATL,CHA
ORL,PHI
MIL,BOS
WAS,IND
MIA,NYK
DAL,BKN
UTH,DEN
CHI,PHX
TOR,HOU
DET,MIN
NOP,SAS
MEM,POR
CLE,SAC
OKC,LAL
TOR,WAS
DET,ATL
IND,MIA
MIL,PHI
PHX,MIN
CHA,NOP
BKN,OKC
HOU,DAL
SAC,SAS
MEM,DEN
LAC,UTH
CLE,POR
CHI,LAL
IND,BOS
TOR,CHA
ORL,NYK
SAS,HOU
CLE,GSW
CHI,LAC
DET,MIA
BKN,MIL
SAC,MIN
PHX,NOP
DEN,POR
GSW,LAL
BOS,ORL
ATL,TOR
WAS,HOU
NYK,OKC
PHI,SAS
DET,DAL
WAS,CHA
ORL,IND
PHI,NOP
MIL,CLE
BOS,MIA
BKN,CHI
OKC,MEM
GSW,LAC
SAC,DEN
UTH,PHX
HOU,SAS
NYK,TOR
ATL,MIL
MIN,LAL
MIA,CHA
BKN,CLE
BOS,DET
SAS,IND
ORL,CHI
PHX,HOU
PHI,MEM
WAS,NOP
UTH,OKC
DAL,DEN
POR,GSW
MIN,LAC
TOR,MIA
DET,NYK
DEN,UTH
SAC,LAL
CLE,ATL
CHI,BOS
MIL,BKN
TOR,ORL
CHA,PHI
IND,WAS
OKC,DAL
MEM,HOU
NYK,MIN
NOP,SAS
LAL,PHX
LAC,POR
GSW,SAC
